133,660,0.000331,-0.000069,-0.000263,0.000078,0.000002,-0.000080,83.484497,-263.854370,180.333740,-0.000017,-0.000009,-0.000009
134,665,0.000321,-0.000058,-0.000263,0.000015,0.000087,-0.000101,78.884003,-262.225891,183.306091,-0.000015,-0.000009,-0.000009
135,670,0.000325,-0.000066,-0.000259,0.000053,0.000041,-0.000094,74.135498,-260.325470,186.154495,-0.000013,-0.000008,-0.000008
136,675,0.000338,-0.000085,-0.000253,0.000141,-0.000074,-0.000067,70.117249,-259.303040,189.150757,-0.000011,-0.000007,-0.000007
137,680,0.000340,-0.000093,-0.000248,0.000167,-0.000112,-0.000055,66.779945,-259.144226,192.329544,-0.000009,-0.000006,-0.000006
138,685,0.000328,-0.000080,-0.000248,0.000096,-0.000024,-0.000072,63.178402,-258.647980,195.435303,-0.000007,-0.000006,-0.000006
139,690,0.000315,-0.000066,-0.000249,0.000012,0.000086,-0.000097,58.703297,-256.983673,198.246399,-0.000005,-0.000005,-0.000005
140,695,0.000315,-0.000068,-0.000247,0.000018,0.000082,-0.000100,53.806503,-254.690369,200.850388,-0.000002,-0.000004,-0.000004
141,700,0.000326,-0.000086,-0.000240,0.000103,-0.000027,-0.000076,49.429531,-252.989334,203.526764,-0.000000,-0.000003,-0.000003
142,705,0.000333,-0.000099,-0.000234,0.000158,-0.000102,-0.000056,45.876175,-252.316040,206.407196,0.000002,-0.000002,-0.000002
143,710,0.000325,-0.000092,-0.000233,0.000112,-0.000048,-0.000065,42.396927,-251.735718,209.306549,0.000005,-0.000002,-0.000002
144,715,0.000310,-0.000075,-0.000234,0.000020,0.000072,-0.000092,38.124676,-250.105911,211.949448,0.000007,-0.000001,-0.000001
145,720,0.000305,-0.000071,-0.000233,-0.000008,0.000112,-0.000104,33.192665,-247.543365,214.319397,0.000010,0.000000,0.000000
146,725,0.000314,-0.000086,-0.000228,0.000063,0.000024,-0.000087,28.524784,-245.229156,216.673492,0.000012,0.000001,0.000001
147,730,0.000324,-0.000102,-0.000221,0.000140,-0.000078,-0.000062,24.701614,-243.952148,219.220215,0.000015,0.000002,0.000002
148,735,0.000321,-0.000102,-0.000218,0.000125,-0.000064,-0.000061,21.268064,-243.163651,221.865707,0.000017,0.000003,0.000003
149,740,0.000305,-0.000086,-0.000219,0.000036,0.000050,-0.000086,17.250725,-241.603714,224.323608,0.000020,0.000004,0.000004
150,745,0.000295,-0.000076,-0.000220,-0.000021,0.000127,-0.000106,12.402105,-238.902405,226.471451,0.000023,0.000005,0.000005
151,750,0.000301,-0.000086,-0.000216,0.000024,0.000073,-0.000097,7.524420,-236.060852,228.508087,0.000025,0.000006,0.000006
152,755,0.000312,-0.000104,-0.000209,0.000113,-0.000042,-0.000071,3.421591,-234.147049,230.697662,0.000028,0.000007,0.000007
153,760,0.000314,-0.000110,-0.000204,0.000131,-0.000070,-0.000061,-0.052304,-233.018845,233.043915,0.000031,0.000008,0.000008
154,765,0.000301,-0.000097,-0.000205,0.000055,0.000025,-0.000080,-3.817068,-231.497498,235.287903,0.000034,0.000009,0.000009
155,770,0.000287,-0.000082,-0.000206,-0.000023,0.000129,-0.000106,-8.460790,-228.787857,237.222549,0.000037,0.000010,0.000010
156,775,0.000288,-0.000086,-0.000203,-0.000009,0.000116,-0.000107,-13.447870,-225.532501,238.954849,0.000040,0.000011,0.000011
157,780,0.000300,-0.000103,-0.000196,0.000078,0.000004,-0.000082,-17.817715,-222.980850,240.773605,0.000043,0.000012,0.000012
158,785,0.000305,-0.000114,-0.000191,0.000128,-0.000064,-0.000064,-21.395039,-221.411163,242.781860,0.000046,0.000013,0.000013
159,790,0.000296,-0.000106,-0.000190,0.000075,0.000001,-0.000076,-24.955891,-219.843552,244.775742,0.000049,0.000014,0.000014
160,795,0.000281,-0.000089,-0.000191,-0.000015,0.000118,-0.000104,-29.306067,-217.213013,246.495941,0.000052,0.000015,0.000015
161,800,0.000276,-0.000086,-0.000190,-0.000033,0.000147,-0.000114,-34.269852,-213.696640,247.944046,0.000056,0.000016,0.000016
162,805,0.000286,-0.000102,-0.000184,0.000041,0.000054,-0.000096,-38.874290,-210.537048,249.389557,0.000059,0.000017,0.000017
163,810,0.000295,-0.000117,-0.000178,0.000115,-0.000043,-0.000072,-42.601566,-208.446960,251.027344,0.000062,0.000019,0.000019
164,815,0.000290,-0.000114,-0.000176,0.000094,-0.000020,-0.000074,-46.017719,-206.736664,252.733856,0.000065,0.000020,0.000020
165,820,0.000275,-0.000098,-0.000177,0.000002,0.000099,-0.000101,-50.040352,-204.206757,254.227310,0.000069,0.000021,0.000021
166,825,0.000265,-0.000088,-0.000177,-0.000046,0.000165,-0.000120,-54.840054,-200.589798,255.410645,0.000072,0.000022,0.000022
167,830,0.000271,-0.000099,-0.000172,0.000006,0.000103,-0.000109,-59.602554,-196.910156,256.494202,0.000076,0.000023,0.000023
168,835,0.000283,-0.000117,-0.000166,0.000093,-0.000010,-0.000083,-63.520996,-194.234100,257.737305,0.000079,0.000024,0.000024
169,840,0.000282,-0.000120,-0.000162,0.000106,-0.000030,-0.000076,-66.851547,-192.284653,259.119141,0.000083,0.000026,0.000026
170,845,0.000269,-0.000106,-0.000162,0.000025,0.000072,-0.000097,-70.547600,-189.835342,260.366608,0.000086,0.000027,0.000027
171,850,0.000256,-0.000093,-0.000163,-0.000048,0.000171,-0.000123,-75.074150,-186.239197,261.297760,0.000090,0.000028,0.000028
172,855,0.000257,-0.000097,-0.000160,-0.000024,0.000145,-0.000121,-79.872498,-182.183197,262.040863,0.000093,0.000029,0.000029
173,860,0.000269,-0.000115,-0.000154,0.000064,0.000032,-0.000097,-83.994751,-178.898102,262.878693,0.000097,0.000031,0.000031
174,865,0.000273,-0.000124,-0.000149,0.000108,-0.000027,-0.000081,-87.313751,-176.598541,263.898895,0.000101,0.000032,0.000032
175,870,0.000262,-0.000114,-0.000148,0.000051,0.000044,-0.000095,-90.698952,-174.189896,264.876190,0.000104,0.000033,0.000033
176,875,0.000247,-0.000098,-0.000150,-0.000038,0.000161,-0.000123,-94.880402,-170.692398,265.560974,0.000108,0.000035,0.000035
177,880,0.000244,-0.000095,-0.000148,-0.000047,0.000179,-0.000132,-99.583504,-166.414948,265.987457,0.000112,0.000036,0.000036
